id	utm_x	utm_y	elev	top_depths	bot_depths	lith_names	colors	lith_descriptions
118.48	579849.96	6179909.63		0.0	0.30000001192092896	Hummus	black	hummus
118.48	579849.96	6179909.63		0.30000001192092896	0.75	Sand	yellow	sand
118.48	579849.96	6179909.63		0.75	1.25	Sand	yellow	sand
118.48	579849.96	6179909.63		1.25	1.75	Sand	yellow	sand
118.48	579849.96	6179909.63		1.75	2.25	Sand	yellow	sand
118.48	579849.96	6179909.63		2.25	3.0	Sand	yellow	sand
118.48	579849.96	6179909.63		3.0	3.25	Sand	yellow	sand
118.48	579849.96	6179909.63		3.25	3.75	Sand	yellow	sand
118.48	579849.96	6179909.63		3.75	4.25	Sand	yellow	sand
118.48	579849.96	6179909.63		4.25	4.75	Sand	yellow	sand
118.48	579849.96	6179909.63		4.75	5.0	Sand	yellow	sand
